,Palabras,Who_palabras,Who,Why_palabras,Why,Where_palabras,Where,When_palabras,When,What_palabras,What,How_palabras,How,Whom_palabras,Whom
1644,indicated,whom,0.4204045534133911,produced,0.46483540534973145,producing,0.44379574060440063,producing,0.40980038046836853,producing,0.45548301935195923,whom,0.4204045534133911,produced,0.3953104317188263
1645,individual,thousands,0.5950447916984558,tens,0.6325920224189758,thousands,0.6000475883483887,tens,0.5577612519264221,tens,0.6491891145706177,thousands,0.5950447916984558,thousands,0.5688172578811646
1646,individuals,whom,0.37631115317344666,boxes,0.46177446842193604,MLN_Newswire_www.mlntherawfeed.com_Attached,0.43154311180114746,MLN_Newswire_www.mlntherawfeed.com_Attached,0.40155988931655884,boxes,0.4749816060066223,whom,0.37631115317344666,who,0.3993421196937561
1647,industrial,whom,0.4744184613227844,decision,0.5185176730155945,Decisions,0.4107975661754608,decision,0.43139326572418213,determinations,0.5147361755371094,whom,0.4744184613227844,who,0.46456092596054077
1648,industries,whom,0.40131980180740356,Coverage,0.446816623210907,Coverage,0.47557181119918823,Follow_Sportsmail,0.4170352816581726,Coverage,0.49529314041137695,whom,0.40131980180740356,Coverage,0.3844623565673828
1649,industry,whom,0.43735623359680176,voices,0.46356338262557983,industry_CEOs_BioNJ,0.4830099940299988,noticeably_hoarse,0.4293026924133301,voices,0.4884413778781891,whom,0.43735623359680176,who,0.41684889793395996
1650,inflation,whom,0.4506228566169739,rules,0.4275265336036682,in,0.4221877455711365,before,0.4101483225822449,rules,0.4629211127758026,whom,0.4506228566169739,who,0.4452303647994995
1651,influence,whom,0.5226148366928101,deference,0.46245020627975464,accordance,0.3875375986099243,promptly,0.39513587951660156,utmost_respect,0.4756773114204407,whom,0.5226148366928101,admiration,0.4510229527950287
1652,information,World_Cups,0.5148826241493225,Confederations_Cup,0.5381050705909729,World_Cups,0.47753167152404785,Confederations_Cup,0.5150957703590393,Confederations_Cup,0.573544979095459,World_Cups,0.5148826241493225,World_Cups,0.49873507022857666
1653,informed,leukemia,0.5299690961837769,breast_cancer,0.5996309518814087,pancreatic_cancer,0.5155852437019348,breast_cancer,0.5315811634063721,breast_cancer,0.6210067272186279,leukemia,0.5299690961837769,leukemia,0.5236878395080566
1654,infrastructure,showing,0.4191301763057709,showing,0.4978998899459839,showing,0.47111594676971436,showed,0.5005512237548828,showing,0.5023218989372253,showing,0.4191301763057709,demonstrated,0.3941609859466553
1655,initial,firing,0.5043173432350159,firing,0.5861809849739075,firing,0.5128924250602722,firing,0.5563175678253174,firing,0.6074314713478088,firing,0.5043173432350159,firing,0.47328680753707886
1656,initially,years,0.542275071144104,years,0.5760335922241211,years,0.5250442624092102,years,0.5553076267242432,years,0.6038414239883423,years,0.542275071144104,years,0.5351030826568604
1657,initiative,whom,0.5508009195327759,reason,0.5344940423965454,elsewhere,0.43952739238739014,subsequently,0.4882720112800598,why,0.5252623558044434,whom,0.5508009195327759,who,0.47248393297195435
1658,injured,whom,0.42458269000053406,tomorrow,0.4778890311717987,tomorrow,0.45098888874053955,Saturday,0.4897406995296478,tomorrow,0.557339608669281,whom,0.42458269000053406,who,0.41867345571517944
1659,injuries,Sept.,0.5716801881790161,Feb.,0.653687059879303,Feb.,0.6237136721611023,Feb.,0.659670889377594,Feb.,0.7074448466300964,Sept.,0.5716801881790161,Sept.,0.5461591482162476
1660,injury,whom,0.42457932233810425,committment,0.5554206371307373,unwavering_commitment,0.42244619131088257,committment,0.4291943311691284,committment,0.5618641376495361,whom,0.42457932233810425,unwavering_commitment,0.4329742193222046
1661,inning,allegedly,0.5568761825561523,allegedly,0.5418440699577332,allegedly,0.5074787139892578,allegedly,0.5591777563095093,allegedly,0.5329224467277527,allegedly,0.5568761825561523,allegedly,0.550060510635376
1662,innings,competitve,0.4353019595146179,competitve,0.5031865239143372,competitve,0.45129603147506714,competitve,0.44839411973953247,competitve,0.5205233097076416,competitve,0.4353019595146179,competitve,0.41217994689941406
1663,innovative,assists,0.5420417785644531,assists,0.5270677804946899,caroms,0.49295908212661743,##rebounds,0.4808419346809387,caroms,0.5582398176193237,assists,0.5420417785644531,assists,0.5111967325210571
1664,inside,Smith,0.4850565791130066,Foster,0.5211312174797058,Myers,0.4816564619541168,Smith,0.48899775743484497,Myers,0.5460532307624817,Smith,0.4850565791130066,Smith,0.4669197201728821
1665,instead,whom,0.49918556213378906,Individuals,0.4343775510787964,persons,0.4261278212070465,subsequently,0.42785516381263733,individual,0.44175469875335693,whom,0.49918556213378906,persons,0.48340514302253723
1666,institutions,whom,0.45732492208480835,pondering,0.44196420907974243,in,0.46630510687828064,suddenly,0.4791159927845001,how,0.48333829641342163,whom,0.45732492208480835,who,0.5400250554084778
1667,insurance,whom,0.42806559801101685,establish,0.5019156336784363,establish,0.49777981638908386,establish,0.4255695939064026,establish,0.5208597183227539,whom,0.42806559801101685,establishing,0.40436094999313354
1668,intelligence,whom,0.45589953660964966,book,0.48085740208625793,videotapes_audiotapes,0.4362407922744751,book,0.42357900738716125,book,0.5284909605979919,whom,0.45589953660964966,literary_luminaries,0.4467495083808899
1669,intended,whom,0.39803194999694824,authorization,0.4931465983390808,authorization,0.44299811124801636,authorization,0.42340028285980225,Approval,0.5002861022949219,whom,0.39803194999694824,authorization,0.3937811255455017
1670,interest,delivering,0.4537876546382904,delivering,0.4897603690624237,delivering,0.5076833963394165,delivering,0.5063436031341553,delivering,0.5636513233184814,delivering,0.4537876546382904,delivering,0.4509795308113098
1671,interest_rates,remain,0.44786930084228516,remain,0.5495274066925049,remain,0.5046969652175903,after,0.4630884528160095,remain,0.5648237466812134,remain,0.44786930084228516,remain,0.4588526487350464
1672,interested,guards,0.4583286941051483,guards,0.5266857743263245,guards,0.4792253375053406,guards,0.4961608648300171,guards,0.5150044560432434,guards,0.4583286941051483,guards,0.4733794629573822
1673,interesting,Services,0.3798638582229614,Services,0.43881523609161377,Services,0.44184938073158264,Services,0.3930690288543701,Services,0.4491886496543884,Services,0.3798638582229614,Services,0.3931865692138672
1674,interests,whom,0.48912298679351807,God_Himself,0.544650137424469,Holy_Spirit,0.4597302973270416,God_Himself,0.4977186322212219,God_Himself,0.5833781957626343,whom,0.48912298679351807,God_hath,0.48454827070236206
1675,internal,infrastructures,0.4349495470523834,infrastucture,0.5401718616485596,infrastructures,0.4641283452510834,infrastructures,0.4456319212913513,infrastructures,0.5513012409210205,infrastructures,0.4349495470523834,infrastructures,0.4560784697532654
1676,international,appeals,0.5073122978210449,appeals,0.524456262588501,appeals,0.46405255794525146,appeals,0.48460477590560913,appeals,0.5167552828788757,appeals,0.5073122978210449,appeals,0.46015533804893494
1677,internet,digital_imaging,0.41421303153038025,digital_imaging,0.4432656168937683,digital_imaging,0.42649510502815247,digitally,0.4425754249095917,digital_imaging,0.4733325242996216,digital_imaging,0.41421303153038025,digitally,0.38905632495880127
1678,interview,web,0.48453307151794434,web,0.5649353265762329,web,0.5351337194442749,web,0.48861759901046753,web,0.5603122711181641,web,0.48453307151794434,web,0.4633643329143524
1679,into,instructed,0.41523492336273193,demanded,0.4818223714828491,ordering,0.44063782691955566,subsequently,0.4575125575065613,ordering,0.48981910943984985,instructed,0.41523492336273193,instructed,0.4269983172416687
1680,introduced,citizen,0.4820828437805176,citizen,0.485434353351593,residents,0.47561192512512207,residents,0.4496157765388489,citizen,0.5258375406265259,citizen,0.4820828437805176,residents,0.4454643726348877
1681,investigating,Resarch,0.4140806198120117,research,0.5395928025245667,research,0.4643546938896179,research,0.443291574716568,research,0.5493882894515991,Resarch,0.4140806198120117,Resarch,0.40294167399406433
1682,investigation,remarks,0.39380571246147156,keynote_speech,0.45093435049057007,keynote_speech,0.40891462564468384,valedictory_speech,0.4076959490776062,keynote_speech,0.5085782408714294,remarks,0.39380571246147156,fluent_Mandarin,0.37975192070007324
1683,investigators,pushing,0.4440372586250305,pushing,0.5159634351730347,pushing,0.42047303915023804,pushed,0.4755697250366211,pushing,0.5350214242935181,pushing,0.4440372586250305,who,0.4151020646095276
1684,investment,Highly,0.515393853187561,Highly,0.541365385055542,Highly,0.5057474970817566,Highly,0.5088528394699097,Highly,0.5569009184837341,Highly,0.515393853187561,Highly,0.49805814027786255
1685,investments,cryptologic_linguist,0.4854699671268463,Armys,0.4781026542186737,Benning_Ga.,0.4772469997406006,Knox_Ky.,0.43588095903396606,military,0.5093166828155518,cryptologic_linguist,0.4854699671268463,Givati_infantry_brigade,0.47402578592300415
1686,investors,declines,0.47305285930633545,declining,0.5965620875358582,declines,0.5358067750930786,declines,0.5256215333938599,declines,0.5997849106788635,declines,0.47305285930633545,declining,0.4672339856624603
1687,invited,holidays,0.4551139771938324,holidays,0.5482038259506226,holidays,0.47731101512908936,holidays,0.5301721096038818,holidays,0.5787813663482666,holidays,0.4551139771938324,holidays,0.44422227144241333
1688,involved,whom,0.44366925954818726,Self,0.3810059428215027,in,0.3847203254699707,newly,0.42263591289520264,Self,0.44771629571914673,whom,0.44366925954818726,who,0.447015643119812
1689,involving,Thirteen,0.6220519542694092,Six,0.6393119692802429,Four,0.6281473636627197,Four,0.6097586750984192,Four,0.6666356325149536,Thirteen,0.6220519542694092,Four,0.6064454317092896
1690,is,acccident,0.4828791320323944,crash,0.5421550273895264,crash,0.5024071931838989,crash,0.5321651101112366,crash,0.5911055207252502,acccident,0.4828791320323944,acccident,0.4494091868400574
1691,island,radio_broadcasts,0.4516134262084961,radio_stations,0.5180156230926514,radio_stations,0.4715711176395416,Radio,0.4672602415084839,Radio,0.5312780141830444,radio_broadcasts,0.4516134262084961,radio_stations,0.44321778416633606
1692,issue,requiring,0.5250479578971863,required,0.5449375510215759,required,0.514696478843689,requiring,0.5431231260299683,required,0.5688665509223938,requiring,0.5250479578971863,requiring,0.4885444939136505
1693,issued,slaying,0.562893271446228,murders,0.5881165266036987,murders,0.5317562222480774,slaying,0.5554201602935791,slaying,0.6261193752288818,slaying,0.562893271446228,murdering,0.5471022129058838
1694,issues,whom,0.3687238097190857,wider,0.4338957667350769,across,0.483547568321228,across,0.38109877705574036,wider,0.5127167701721191,whom,0.3687238097190857,who,0.37824660539627075
1695,it,polices,0.5372083187103271,polices,0.6313602328300476,polices,0.5603843927383423,polices,0.5584112405776978,polices,0.6516380310058594,polices,0.5372083187103271,polices,0.4974808990955353
1696,items,parks,0.4726197123527527,parks,0.5628737807273865,parks,0.4966704547405243,parks,0.4941614866256714,parks,0.5436591506004333,parks,0.4726197123527527,who,0.4443753659725189
1697,its,whose,0.6191842555999756,His,0.5523273348808289,His,0.5319019556045532,His,0.5449115037918091,His,0.5893987417221069,whose,0.6191842555999756,His,0.5479163527488708
1698,itself,champions,0.5172064304351807,champ,0.6011648178100586,champ,0.5136252641677856,champ,0.5484632849693298,champ,0.61611407995224,champions,0.5172064304351807,champions,0.5038205981254578
1699,jail,whom,0.44295576214790344,platforms,0.5055782794952393,platforms,0.45593932271003723,platforms,0.44031670689582825,platforms,0.5273089408874512,whom,0.44295576214790344,platforms,0.4467667043209076
1700,job,delighted,0.4827449321746826,delighted,0.5857973694801331,gratified,0.49797898530960083,delighted,0.5153039693832397,gratified,0.5749138593673706,delighted,0.4827449321746826,delighted,0.4870636463165283
1701,jobs,Heavy,0.43622931838035583,Heavy,0.4798445701599121,Heavy,0.46380123496055603,Heavy,0.452911913394928,Heavy,0.5166557431221008,Heavy,0.43622931838035583,Heavy,0.41551846265792847
1702,join,subsequently,0.5475184917449951,subsequently,0.5823310017585754,Eventually,0.5525168180465698,subsequently,0.6411917209625244,ultimately,0.60601806640625,subsequently,0.5475184917449951,subsequently,0.557729959487915
1703,joined,collision,0.4550977349281311,accident,0.5176703929901123,accident,0.46215689182281494,accident,0.516738772392273,accident,0.5740704536437988,collision,0.4550977349281311,collision,0.43207651376724243
1704,joining,minster,0.4964662492275238,minster,0.6071637272834778,minster,0.5066266655921936,minster,0.5102018713951111,minster,0.6048343181610107,minster,0.4964662492275238,minster,0.4914150536060333
1705,joint,whom,0.4088520109653473,Hot,0.5065536499023438,Hot,0.4447939991950989,Hot,0.4611014127731323,Hot,0.502712070941925,whom,0.4088520109653473,who,0.3988577425479889
1706,judge,served,0.47335436940193176,serve,0.5243741869926453,served,0.4728061854839325,serve,0.43780338764190674,serve,0.5401246547698975,served,0.47335436940193176,served,0.485116183757782
1707,judges,whom,0.48395949602127075,requesting,0.5589077472686768,requesting,0.48054784536361694,requesting,0.5142645835876465,ask,0.5551515817642212,whom,0.48395949602127075,requesting,0.49538350105285645
1708,jump,St._Clair_Shores,0.43627965450286865,Cobo_Hall,0.4474864602088928,Ann_Arbor,0.45006465911865234,Grand_Rapids,0.431578665971756,Lansing,0.5064032077789307,St._Clair_Shores,0.43627965450286865,St._Clair_Shores,0.4115471839904785
1709,jumped,whom,0.4203225374221802,keep,0.4853389263153076,in,0.43993398547172546,keep,0.4096563458442688,keep,0.5281333923339844,whom,0.4203225374221802,who,0.4314228296279907
1710,junior,GLOBE_NEWSWIRE_Versant,0.4176614582538605,leadingprovider,0.43055564165115356,basedin,0.4234899878501892,GLOBE_NEWSWIRE_Versant,0.4232923686504364,providers,0.48455381393432617,GLOBE_NEWSWIRE_Versant,0.4176614582538605,NYSE_CVG,0.40792685747146606
1711,jury,whom,0.5377802848815918,partner,0.4890430271625519,partner,0.43587082624435425,partner,0.45335274934768677,partner,0.45602065324783325,whom,0.5377802848815918,associates,0.4618462324142456
1712,just,whom,0.5404362678527832,explain,0.5181395411491394,in,0.4740660786628723,before,0.5019900798797607,know,0.5349981784820557,whom,0.5404362678527832,who,0.523388683795929
1713,justice,seeking,0.5508992671966553,seeking,0.5460457801818848,seeking,0.48301804065704346,seeking,0.4813587963581085,seeking,0.5405269861221313,seeking,0.5508992671966553,seeking,0.5166847705841064
1714,keep,plastics_molding,0.41875237226486206,Manufacturing,0.4888828992843628,factory,0.4685525894165039,factory,0.45526736974716187,Manufacturing,0.49233919382095337,plastics_molding,0.41875237226486206,plastics_molding,0.41698747873306274
1715,keeping,schoolteachers,0.5041777491569519,educators,0.5378377437591553,Teachers,0.4998452663421631,schoolteachers,0.4778522849082947,educators,0.6108255982398987,schoolteachers,0.5041777491569519,schoolteachers,0.5198377370834351
1716,kept,toward,0.4577929973602295,toward,0.5051714181900024,toward,0.5522041320800781,toward,0.5256788730621338,toward,0.5764129161834717,toward,0.4577929973602295,Thereafter,0.4388848543167114
1717,key,purchasing,0.4739815592765808,buy,0.5455745458602905,purchasing,0.5043306350708008,purchasing,0.5279640555381775,purchasing,0.5743421912193298,purchasing,0.4739815592765808,purchasing,0.47488313913345337
